Age,Gender,Purchase_Frequency,Purchase_Amount,Product_Category,Location
36,M,10,187,Electronics,West
26,F,2,354,Electronics,North
44,F,6,248,Home & Kitchen,North
51,M,5,10,Electronics,North
61,F,5,119,Electronics,East
21,M,3,347,Home & Kitchen,East
53,F,3,284,Electronics,South
35,F,6,380,Fashion,East
32,M,10,391,Home & Kitchen,North
68,F,10,243,Electronics,East
30,M,7,73,Fashion,West
36,F,1,253,Sports & Outdoors,South
66,M,3,62,Electronics,North
23,F,1,271,Home & Kitchen,South
65,F,10,26,Fashion,East
73,M,3,311,Sports & Outdoors,South
29,F,5,465,Sports & Outdoors,South
68,M,9,383,Electronics,East
54,F,3,243,Sports & Outdoors,South
34,F,10,82,Home & Kitchen,East
40,M,10,366,Sports & Outdoors,North
43,F,9,448,Electronics,South
46,F,1,100,Sports & Outdoors,West
50,M,6,493,Electronics,West
44,F,9,15,Sports & Outdoors,North
42,M,5,207,Fashion,East
73,M,11,374,Electronics,East
72,M,10,205,Home & Kitchen,South
27,F,2,479,Home & Kitchen,South
64,F,5,305,Sports & Outdoors,West
40,M,1,356,Fashion,West
38,F,9,494,Sports & Outdoors,East
38,M,10,331,Sports & Outdoors,West
60,F,10,146,Fashion,East
30,M,9,276,Electronics,North
54,M,6,413,Home & Kitchen,North
50,F,11,125,Fashion,West
41,M,9,52,Sports & Outdoors,South
61,M,3,240,Electronics,West
28,F,4,67,Sports & Outdoors,West
34,M,6,215,Electronics,West
21,M,4,419,Home & Kitchen,South
64,F,1,303,Home & Kitchen,West
42,M,7,103,Electronics,South
47,M,5,45,Home & Kitchen,West
26,M,8,239,Sports & Outdoors,South
38,M,9,236,Electronics,South
37,M,5,192,Sports & Outdoors,South
36,M,8,271,Electronics,South
36,M,1,140,Sports & Outdoors,South
29,M,1,74,Home & Kitchen,North
54,F,7,389,Fashion,East
59,M,6,457,Sports & Outdoors,East
34,M,5,195,Electronics,South
54,F,5,126,Home & Kitchen,East
71,M,9,195,Electronics,South
65,M,1,283,Sports & Outdoors,West
56,M,8,160,Electronics,North
45,M,2,361,Electronics,West
58,M,7,422,Sports & Outdoors,West
52,M,6,160,Home & Kitchen,South
64,F,10,393,Home & Kitchen,West
65,F,2,45,Sports & Outdoors,North
35,F,3,335,Home & Kitchen,West
31,F,4,474,Fashion,North
52,F,7,475,Electronics,North
61,M,8,104,Sports & Outdoors,South
58,M,11,143,Fashion,North
24,M,2,171,Electronics,West
58,M,8,53,Sports & Outdoors,South
30,M,11,309,Home & Kitchen,North
35,F,9,292,Sports & Outdoors,North
54,F,7,365,Sports & Outdoors,East
30,M,1,249,Electronics,South
53,M,6,61,Electronics,East
48,M,8,435,Electronics,North
19,F,5,290,Fashion,East
33,F,2,83,Home & Kitchen,West
26,M,5,304,Sports & Outdoors,West
26,F,8,247,Sports & Outdoors,North
55,M,2,176,Home & Kitchen,East
28,F,1,149,Sports & Outdoors,East
71,F,4,148,Electronics,South
73,M,4,378,Sports & Outdoors,West
39,F,9,244,Home & Kitchen,West
50,F,3,12,Fashion,South
53,M,4,265,Fashion,West
62,F,3,380,Home & Kitchen,East
40,M,2,287,Sports & Outdoors,East
62,F,4,13,Sports & Outdoors,West
62,M,8,401,Fashion,South
51,M,1,279,Sports & Outdoors,North
26,F,8,221,Fashion,North
41,F,8,225,Home & Kitchen,North
25,M,3,279,Home & Kitchen,North
24,F,10,485,Sports & Outdoors,East
53,F,10,25,Electronics,North
35,F,6,425,Electronics,East
20,M,4,73,Fashion,East
45,M,1,248,Home & Kitchen,North
23,M,1,469,Fashion,North
61,F,5,25,Home & Kitchen,North
61,F,8,61,Fashion,West
38,M,1,28,Fashion,West
45,M,2,334,Fashion,South
57,F,7,405,Sports & Outdoors,East
71,F,8,102,Electronics,North
71,F,3,270,Home & Kitchen,West
18,F,11,307,Fashion,South
53,M,8,26,Electronics,East
38,F,1,120,Fashion,East
60,F,9,337,Fashion,East
52,M,2,369,Home & Kitchen,West
30,M,2,497,Sports & Outdoors,North
74,F,4,103,Fashion,North
66,M,10,19,Home & Kitchen,East
71,F,3,221,Sports & Outdoors,East
71,F,4,246,Sports & Outdoors,South
27,M,6,263,Electronics,South
70,M,7,25,Electronics,East
61,F,5,498,Fashion,South
64,M,2,153,Electronics,West
70,F,3,51,Home & Kitchen,East
27,F,10,12,Home & Kitchen,South
63,F,11,416,Electronics,East
30,M,3,479,Home & Kitchen,North
54,F,5,386,Home & Kitchen,West
55,F,11,165,Fashion,East
41,F,5,182,Fashion,North
19,M,4,493,Home & Kitchen,East
39,F,8,461,Electronics,North
34,F,6,495,Home & Kitchen,South
53,F,6,33,Sports & Outdoors,North
31,M,1,284,Sports & Outdoors,West
27,F,6,84,Sports & Outdoors,West
52,F,3,49,Fashion,South
42,M,6,311,Electronics,East
20,M,10,49,Home & Kitchen,West
64,F,11,71,Electronics,South
55,F,6,247,Electronics,West
34,F,2,496,Electronics,South
29,M,1,254,Sports & Outdoors,West
71,M,11,27,Home & Kitchen,South
69,F,3,149,Fashion,West
41,M,5,407,Electronics,East
46,F,4,91,Electronics,North
60,F,7,198,Sports & Outdoors,West
42,M,4,117,Sports & Outdoors,South
53,F,8,243,Home & Kitchen,East
43,M,7,277,Fashion,West
55,M,10,113,Fashion,South
18,F,9,420,Sports & Outdoors,North
37,M,1,143,Home & Kitchen,South
72,F,5,353,Electronics,West
45,M,4,380,Home & Kitchen,South
33,F,6,42,Fashion,South
64,F,1,246,Sports & Outdoors,North
34,F,6,383,Electronics,West
57,M,1,345,Electronics,West
45,F,1,187,Fashion,North
29,M,8,21,Electronics,East
44,M,2,360,Home & Kitchen,South
71,M,10,450,Fashion,South
70,M,6,238,Fashion,South
59,M,6,318,Electronics,West
64,F,6,278,Fashion,West
47,M,8,387,Sports & Outdoors,South
58,F,4,465,Home & Kitchen,West
51,F,3,367,Fashion,North
54,M,6,140,Sports & Outdoors,North
23,F,4,258,Electronics,West
24,F,2,457,Fashion,South
49,M,6,477,Sports & Outdoors,South
49,F,10,67,Electronics,South
70,M,5,13,Sports & Outdoors,South
42,M,11,245,Electronics,West
50,M,9,182,Home & Kitchen,East
72,F,11,331,Fashion,East
24,F,6,380,Home & Kitchen,South
69,F,3,45,Home & Kitchen,South
74,F,11,288,Fashion,South
29,M,5,246,Home & Kitchen,East
33,M,10,284,Home & Kitchen,North
33,F,8,305,Sports & Outdoors,East
60,M,9,337,Electronics,West
70,F,8,409,Home & Kitchen,East
53,M,3,67,Fashion,West
30,M,9,372,Sports & Outdoors,South
24,M,3,27,Electronics,West
53,M,8,45,Home & Kitchen,South
64,M,10,417,Home & Kitchen,North
68,F,9,138,Fashion,South
26,F,7,10,Home & Kitchen,South
49,M,4,73,Fashion,North
28,F,10,71,Home & Kitchen,South
25,M,9,375,Home & Kitchen,South
50,M,3,429,Fashion,South
40,M,3,340,Electronics,East
42,M,2,155,Sports & Outdoors,West
73,F,10,281,Fashion,South
25,M,3,26,Electronics,East
62,F,1,289,Electronics,South
39,M,4,107,Fashion,West
21,M,8,461,Sports & Outdoors,South
57,F,5,236,Fashion,West
20,M,2,472,Home & Kitchen,East
46,M,3,395,Home & Kitchen,East
58,F,1,252,Electronics,South
46,F,2,488,Home & Kitchen,North
51,F,1,210,Sports & Outdoors,West
51,M,2,403,Fashion,South
45,M,3,446,Sports & Outdoors,East
30,F,1,482,Electronics,South
32,F,11,188,Home & Kitchen,West
40,M,9,462,Home & Kitchen,South
61,M,10,279,Fashion,West
43,F,5,243,Sports & Outdoors,East
21,F,8,121,Sports & Outdoors,North
43,F,5,495,Fashion,North
57,F,8,497,Home & Kitchen,East
26,M,7,75,Electronics,East
72,M,4,347,Electronics,South
22,M,7,358,Fashion,East
73,M,6,446,Fashion,East
49,F,3,254,Fashion,West
37,M,9,254,Sports & Outdoors,South
67,F,10,477,Home & Kitchen,West
28,M,9,457,Home & Kitchen,South
32,M,5,81,Fashion,South
49,M,8,366,Electronics,North
45,F,7,58,Sports & Outdoors,North
39,M,9,355,Fashion,East
58,F,7,199,Sports & Outdoors,South
34,F,4,302,Fashion,East
43,M,4,186,Sports & Outdoors,West
61,F,11,461,Electronics,East
24,M,8,170,Electronics,West
59,F,6,159,Electronics,North
74,M,9,79,Electronics,North
43,F,10,42,Home & Kitchen,West
42,F,7,293,Home & Kitchen,West
27,M,7,353,Sports & Outdoors,West
62,M,4,269,Fashion,East
36,M,3,331,Home & Kitchen,West
28,M,8,86,Fashion,South
30,F,7,119,Sports & Outdoors,West
70,F,4,314,Fashion,North
25,F,4,393,Electronics,West
57,F,1,148,Electronics,North
21,M,11,44,Home & Kitchen,North
64,F,7,432,Sports & Outdoors,East
48,M,1,403,Home & Kitchen,West
45,F,10,244,Home & Kitchen,North
28,M,10,339,Home & Kitchen,South
60,M,4,209,Sports & Outdoors,West
18,M,11,334,Electronics,West
66,M,3,160,Electronics,North
64,M,11,43,Home & Kitchen,East
69,F,3,133,Fashion,East
55,M,1,376,Electronics,West
41,F,4,41,Electronics,West
71,F,1,281,Sports & Outdoors,East
74,M,8,333,Electronics,East
64,F,1,319,Electronics,South
48,F,6,133,Home & Kitchen,West
58,F,7,421,Home & Kitchen,West
63,M,10,377,Sports & Outdoors,West
67,M,2,325,Sports & Outdoors,East
43,M,4,87,Fashion,North
66,M,11,85,Electronics,South
67,F,3,69,Home & Kitchen,East
22,F,9,94,Home & Kitchen,East
37,F,7,377,Electronics,South
69,F,2,89,Sports & Outdoors,West
58,F,11,383,Home & Kitchen,North
28,F,6,181,Sports & Outdoors,South
73,M,9,267,Home & Kitchen,North
71,F,3,288,Home & Kitchen,West
50,F,11,230,Fashion,North
67,F,6,55,Home & Kitchen,West
55,M,3,82,Electronics,East
44,F,3,63,Electronics,West
51,F,4,336,Electronics,South
32,M,9,230,Sports & Outdoors,South
49,F,11,390,Home & Kitchen,West
38,M,8,346,Sports & Outdoors,West
63,M,1,18,Fashion,East
22,F,11,335,Home & Kitchen,East
23,F,1,181,Electronics,West
55,M,7,93,Fashion,North
39,F,3,339,Fashion,East
35,F,11,338,Home & Kitchen,South
31,M,7,21,Electronics,East
27,M,9,490,Sports & Outdoors,East
63,F,3,41,Home & Kitchen,East
30,M,3,427,Electronics,East
48,F,2,348,Fashion,West
47,F,10,298,Home & Kitchen,East
20,F,1,329,Fashion,North
47,F,9,313,Electronics,East
23,M,6,281,Sports & Outdoors,East
46,F,6,187,Sports & Outdoors,South
25,M,8,123,Fashion,East
61,F,11,416,Fashion,South
62,F,5,35,Fashion,South
60,M,9,246,Home & Kitchen,West
61,F,11,319,Electronics,South
50,M,5,181,Fashion,South
34,M,2,242,Fashion,North
65,F,6,46,Fashion,North
28,F,9,274,Sports & Outdoors,South
30,F,3,487,Fashion,West
67,F,10,22,Electronics,North
28,M,4,325,Sports & Outdoors,North
48,F,10,115,Electronics,West
45,F,11,135,Sports & Outdoors,East
61,F,8,345,Sports & Outdoors,North
23,F,6,393,Home & Kitchen,South
58,F,7,139,Sports & Outdoors,South
33,M,7,488,Sports & Outdoors,South
21,F,4,325,Electronics,West
52,M,6,265,Electronics,South
65,F,9,450,Fashion,East
73,F,3,124,Home & Kitchen,West
43,F,8,308,Sports & Outdoors,North
74,M,7,412,Home & Kitchen,West
29,F,4,133,Fashion,South
28,M,10,265,Home & Kitchen,West
54,M,3,148,Sports & Outdoors,West
42,F,7,215,Electronics,West
35,M,10,56,Home & Kitchen,West
36,F,9,226,Sports & Outdoors,East
40,F,10,328,Fashion,West
72,M,3,400,Sports & Outdoors,South
55,F,10,472,Home & Kitchen,North
71,F,9,359,Sports & Outdoors,East
35,M,8,132,Sports & Outdoors,West
43,M,3,40,Home & Kitchen,North
23,M,8,481,Home & Kitchen,East
21,M,4,64,Fashion,South
61,M,6,162,Sports & Outdoors,South
68,M,10,465,Electronics,North
46,F,2,295,Home & Kitchen,West
51,M,8,45,Sports & Outdoors,North
34,M,9,315,Electronics,East
60,F,7,407,Electronics,North
60,F,8,294,Sports & Outdoors,North
70,M,7,420,Sports & Outdoors,West
33,M,11,382,Sports & Outdoors,South
19,F,10,265,Electronics,West
51,M,4,187,Sports & Outdoors,South
72,M,1,45,Home & Kitchen,West
25,F,3,263,Electronics,South
30,M,7,171,Home & Kitchen,West
59,F,11,30,Home & Kitchen,South
25,M,11,303,Sports & Outdoors,South
47,F,7,84,Home & Kitchen,South
49,F,11,490,Sports & Outdoors,South
53,F,3,216,Electronics,West
64,M,1,469,Home & Kitchen,East
47,F,10,481,Sports & Outdoors,South
18,M,9,187,Fashion,South
60,F,6,391,Sports & Outdoors,South
56,F,7,46,Fashion,South
34,F,1,468,Sports & Outdoors,South
37,M,1,129,Fashion,North
41,M,4,412,Home & Kitchen,North
67,F,7,127,Fashion,South
39,M,11,10,Home & Kitchen,South
46,M,11,218,Home & Kitchen,South
39,M,8,433,Sports & Outdoors,East
61,F,10,320,Home & Kitchen,West
26,M,9,217,Electronics,South
54,F,1,163,Fashion,East
27,F,4,259,Sports & Outdoors,East
53,F,4,180,Home & Kitchen,South
54,M,3,324,Fashion,West
45,F,7,316,Fashion,North
45,M,1,116,Electronics,South
59,M,9,152,Fashion,South
60,F,8,17,Sports & Outdoors,North
38,F,2,103,Sports & Outdoors,West
41,F,2,407,Home & Kitchen,North
59,M,8,106,Home & Kitchen,South
57,M,11,499,Sports & Outdoors,South
19,F,1,16,Fashion,East
72,F,7,283,Fashion,North
25,M,9,21,Electronics,East
65,M,3,11,Home & Kitchen,East
44,F,7,443,Fashion,East
39,M,6,358,Fashion,East
54,M,7,414,Home & Kitchen,North
44,M,7,16,Sports & Outdoors,North
74,M,10,484,Fashion,North
46,M,1,21,Electronics,South
20,M,3,349,Fashion,West
61,F,10,66,Fashion,East
30,M,1,87,Electronics,South
62,F,5,83,Sports & Outdoors,North
27,F,3,242,Electronics,North
53,M,1,288,Electronics,South
26,F,2,39,Home & Kitchen,East
71,F,10,376,Fashion,North
73,F,5,323,Sports & Outdoors,East
72,M,11,104,Fashion,East
44,F,3,317,Sports & Outdoors,West
51,M,6,65,Electronics,North
68,F,9,19,Home & Kitchen,South
18,F,6,412,Electronics,West
49,F,2,156,Fashion,East
42,F,2,373,Home & Kitchen,South
46,M,8,96,Home & Kitchen,West
24,F,11,262,Fashion,West
66,F,8,196,Sports & Outdoors,West
20,M,6,437,Home & Kitchen,East
37,M,10,242,Sports & Outdoors,East
37,M,7,262,Sports & Outdoors,North
70,F,1,452,Sports & Outdoors,West
47,M,9,233,Home & Kitchen,South
52,M,5,349,Electronics,East
52,M,9,13,Home & Kitchen,West
66,M,2,362,Electronics,South
56,M,8,121,Home & Kitchen,East
44,M,7,202,Electronics,South
43,F,11,150,Electronics,South
31,M,4,332,Home & Kitchen,North
34,F,3,149,Sports & Outdoors,East
35,M,4,358,Sports & Outdoors,East
62,M,4,448,Electronics,East
69,M,10,454,Fashion,East
46,F,10,104,Fashion,North
37,M,8,50,Home & Kitchen,North
70,M,4,429,Home & Kitchen,West
44,M,5,11,Home & Kitchen,East
35,M,2,287,Fashion,South
21,F,4,159,Sports & Outdoors,North
18,F,7,50,Home & Kitchen,South
67,F,3,360,Home & Kitchen,South
18,F,1,125,Sports & Outdoors,South
43,F,8,129,Electronics,West
62,M,8,246,Home & Kitchen,West
37,M,6,279,Fashion,East
69,M,7,358,Fashion,North
40,F,10,300,Home & Kitchen,East
27,M,11,443,Fashion,West
28,F,2,18,Sports & Outdoors,West
58,M,5,248,Electronics,South
58,F,7,127,Electronics,East
22,M,9,361,Home & Kitchen,South
18,M,1,324,Home & Kitchen,West
34,M,3,321,Electronics,East
39,M,6,484,Electronics,East
51,F,7,19,Home & Kitchen,North
73,M,6,34,Fashion,West
62,M,1,182,Home & Kitchen,West
58,M,4,234,Sports & Outdoors,North
46,F,6,20,Home & Kitchen,West
21,M,8,110,Home & Kitchen,South
22,M,10,274,Home & Kitchen,South
28,M,4,400,Home & Kitchen,South
73,M,7,336,Home & Kitchen,East
68,M,11,427,Home & Kitchen,South
38,F,3,92,Fashion,West
52,F,8,285,Home & Kitchen,North
29,F,1,379,Electronics,South
43,M,4,499,Home & Kitchen,South
68,F,8,354,Fashion,East
36,M,10,270,Sports & Outdoors,West
62,M,4,377,Electronics,North
24,M,2,230,Home & Kitchen,West
64,M,2,320,Home & Kitchen,South
72,F,4,228,Electronics,West
24,F,4,98,Home & Kitchen,North
43,F,2,494,Fashion,South
57,M,7,24,Home & Kitchen,West
22,F,6,255,Sports & Outdoors,North
38,F,11,185,Fashion,South
31,M,3,13,Home & Kitchen,South
21,F,8,343,Sports & Outdoors,West
40,M,8,385,Electronics,East
59,F,1,378,Fashion,East
37,F,3,474,Home & Kitchen,North
32,F,5,30,Home & Kitchen,West
67,M,2,217,Electronics,North
69,F,5,483,Electronics,West
62,F,11,146,Fashion,North
46,F,10,331,Fashion,North
25,F,3,372,Fashion,West
58,M,9,472,Home & Kitchen,East
65,M,11,428,Home & Kitchen,North
36,F,1,225,Fashion,West
65,F,4,377,Home & Kitchen,West
56,F,10,126,Electronics,West
63,M,6,188,Sports & Outdoors,South
45,F,9,255,Home & Kitchen,West
63,F,3,137,Fashion,West
74,M,3,367,Home & Kitchen,South
44,M,5,87,Electronics,South
21,M,7,238,Fashion,East
32,F,5,302,Sports & Outdoors,West
52,M,11,271,Fashion,North
54,M,8,91,Fashion,South
18,F,5,351,Fashion,South
20,M,7,347,Home & Kitchen,East
64,F,6,316,Sports & Outdoors,East
41,F,10,75,Electronics,East
44,M,2,105,Home & Kitchen,West
57,F,3,154,Sports & Outdoors,West
53,M,11,74,Sports & Outdoors,West
51,M,11,18,Home & Kitchen,South
46,M,4,406,Fashion,East
41,F,5,493,Sports & Outdoors,South
41,M,9,366,Electronics,North
59,F,6,195,Home & Kitchen,West
21,F,1,167,Sports & Outdoors,South
20,F,3,40,Electronics,North
51,M,7,160,Electronics,South
74,F,8,328,Electronics,North
66,F,7,251,Electronics,South
40,M,5,165,Home & Kitchen,South
70,M,10,68,Electronics,West
73,F,8,19,Home & Kitchen,South
69,F,9,354,Electronics,South
40,M,7,133,Electronics,East
62,F,11,365,Home & Kitchen,South
22,F,9,355,Fashion,West
48,F,1,291,Sports & Outdoors,South
70,F,9,246,Sports & Outdoors,West
58,M,3,342,Home & Kitchen,East
74,F,6,26,Electronics,West
74,M,8,433,Home & Kitchen,East
71,F,3,333,Electronics,East
23,M,4,32,Home & Kitchen,East
54,F,7,428,Sports & Outdoors,East
74,M,7,468,Home & Kitchen,East
27,F,4,469,Sports & Outdoors,West
57,M,9,18,Sports & Outdoors,East
24,F,3,216,Sports & Outdoors,East
56,F,8,54,Home & Kitchen,East
55,M,8,430,Fashion,East
38,M,4,462,Home & Kitchen,East
37,M,7,412,Home & Kitchen,North
20,M,4,340,Fashion,South
68,M,1,466,Fashion,South
39,F,1,492,Sports & Outdoors,East
64,M,1,36,Electronics,East
21,M,2,406,Electronics,North
45,F,6,450,Sports & Outdoors,East
29,M,10,197,Home & Kitchen,North
55,M,11,149,Electronics,South
68,M,5,18,Home & Kitchen,West
53,F,11,243,Fashion,South
64,M,2,101,Fashion,West
58,F,8,86,Sports & Outdoors,West
22,F,9,349,Home & Kitchen,West
30,M,7,253,Sports & Outdoors,East
40,F,9,342,Electronics,North
67,M,4,164,Electronics,West
47,M,7,227,Electronics,North
54,M,5,456,Home & Kitchen,South
42,M,5,486,Sports & Outdoors,West
65,M,3,294,Sports & Outdoors,South
44,F,9,159,Electronics,North
68,F,10,338,Sports & Outdoors,North
31,F,5,97,Fashion,South
74,F,6,115,Fashion,North
65,M,3,412,Fashion,South
64,M,10,303,Fashion,North
71,F,7,104,Sports & Outdoors,East
53,M,9,262,Fashion,South
56,F,9,48,Fashion,West
33,F,10,408,Fashion,West
73,F,10,264,Fashion,West
39,F,5,63,Fashion,North
38,M,7,425,Home & Kitchen,South
71,M,3,252,Home & Kitchen,North
38,F,6,119,Fashion,West
25,F,8,263,Fashion,East
66,F,8,121,Sports & Outdoors,West
33,F,2,183,Fashion,West
72,F,6,198,Electronics,West
48,M,7,230,Home & Kitchen,East
59,F,7,258,Fashion,East
27,F,3,61,Home & Kitchen,South
49,M,9,171,Fashion,East
51,M,2,466,Electronics,South
26,M,11,44,Fashion,East
34,M,3,463,Home & Kitchen,South
28,M,11,46,Home & Kitchen,West
49,M,2,343,Home & Kitchen,East
27,M,11,326,Sports & Outdoors,North
39,M,9,120,Home & Kitchen,North
74,M,4,379,Fashion,South
34,F,2,186,Electronics,East
21,M,3,18,Electronics,East
65,F,4,284,Fashion,North
69,F,10,480,Sports & Outdoors,East
64,F,6,130,Fashion,East
42,F,5,114,Home & Kitchen,South
38,F,3,165,Sports & Outdoors,West
54,F,10,345,Fashion,North
55,F,8,35,Sports & Outdoors,West
66,F,8,431,Electronics,East
18,M,7,305,Fashion,East
42,F,3,34,Fashion,South
68,F,1,364,Electronics,West
53,F,5,383,Sports & Outdoors,West
34,F,1,78,Electronics,South
58,M,6,336,Sports & Outdoors,West
41,F,11,160,Fashion,South
19,M,7,354,Sports & Outdoors,South
57,M,5,74,Sports & Outdoors,East
32,F,4,159,Home & Kitchen,East
49,F,2,329,Home & Kitchen,East
56,M,5,254,Home & Kitchen,South
23,F,9,461,Electronics,East
18,F,4,67,Electronics,North
64,M,2,165,Home & Kitchen,North
40,M,6,121,Fashion,East
56,F,8,132,Fashion,South
74,F,2,471,Fashion,North
34,F,9,362,Electronics,East
51,M,7,461,Sports & Outdoors,North
58,F,2,371,Electronics,North
46,M,11,212,Home & Kitchen,North
26,M,5,496,Sports & Outdoors,West
30,F,5,489,Fashion,North
23,M,7,13,Electronics,East
23,F,5,138,Electronics,North
37,F,11,35,Home & Kitchen,East
69,M,6,298,Fashion,North
70,F,9,474,Electronics,North
20,M,3,36,Electronics,West
34,M,3,51,Sports & Outdoors,North
66,F,8,462,Electronics,East
29,F,10,80,Sports & Outdoors,West
65,F,6,73,Electronics,West
64,F,10,34,Fashion,North
62,M,3,81,Home & Kitchen,North
72,M,2,491,Fashion,South
18,M,2,370,Home & Kitchen,North
34,F,2,397,Electronics,South
20,M,5,277,Fashion,East
43,M,5,323,Sports & Outdoors,North
32,F,1,104,Home & Kitchen,North
53,F,2,404,Home & Kitchen,South
49,F,2,366,Electronics,South
49,M,4,373,Home & Kitchen,West
21,F,7,324,Home & Kitchen,West
35,M,3,126,Home & Kitchen,North
66,M,5,173,Electronics,East
36,M,11,374,Fashion,West
60,M,9,287,Electronics,West
69,M,5,74,Sports & Outdoors,West
52,F,9,315,Home & Kitchen,South
57,M,1,269,Home & Kitchen,North
31,F,9,237,Fashion,South
50,M,5,209,Home & Kitchen,East
31,M,8,482,Fashion,South
51,F,5,229,Home & Kitchen,North
72,M,6,189,Home & Kitchen,South
21,M,8,367,Electronics,East
41,F,2,237,Electronics,North
46,F,3,493,Sports & Outdoors,North
36,M,11,261,Fashion,North
23,M,9,308,Sports & Outdoors,North
74,M,5,370,Electronics,East
50,F,5,439,Fashion,North
66,M,9,13,Electronics,East
57,F,10,150,Fashion,East
36,F,3,175,Home & Kitchen,South
70,M,4,263,Sports & Outdoors,South
18,F,7,438,Sports & Outdoors,North
22,M,2,162,Fashion,West
44,M,8,76,Sports & Outdoors,West
33,F,5,64,Electronics,North
23,F,1,105,Sports & Outdoors,East
57,F,3,176,Fashion,South
30,F,9,330,Sports & Outdoors,North
65,F,5,340,Sports & Outdoors,North
52,F,8,395,Electronics,East
36,M,1,462,Home & Kitchen,South
29,M,7,385,Electronics,West
33,M,7,351,Sports & Outdoors,West
60,F,8,71,Sports & Outdoors,North
27,F,3,183,Home & Kitchen,North
42,F,1,262,Home & Kitchen,North
37,M,11,470,Electronics,North
48,M,9,121,Home & Kitchen,North
21,F,1,224,Electronics,West
61,F,11,248,Fashion,North
40,F,6,424,Sports & Outdoors,South
19,F,9,236,Home & Kitchen,East
73,M,2,239,Fashion,West
39,M,4,242,Fashion,East
68,M,2,172,Electronics,East
74,F,4,135,Electronics,North
54,M,2,438,Home & Kitchen,East
25,F,1,262,Electronics,South
24,F,11,342,Fashion,North
31,F,3,447,Fashion,West
73,M,8,208,Sports & Outdoors,South
72,M,5,206,Fashion,West
20,F,4,131,Home & Kitchen,North
67,M,5,422,Sports & Outdoors,North
33,F,6,465,Electronics,West
72,F,6,273,Sports & Outdoors,East
36,F,5,63,Fashion,West
68,M,11,144,Home & Kitchen,South
35,M,6,348,Electronics,East
69,F,9,368,Electronics,North
33,M,5,160,Fashion,South
25,M,6,109,Home & Kitchen,South
50,M,4,243,Fashion,North
66,M,3,41,Fashion,East
29,F,6,71,Home & Kitchen,North
70,M,11,438,Fashion,South
28,F,11,205,Home & Kitchen,South
22,F,5,39,Home & Kitchen,South
44,M,4,252,Fashion,North
29,F,5,115,Fashion,West
34,F,7,304,Sports & Outdoors,South
23,M,1,142,Electronics,South
50,F,1,460,Electronics,East
22,F,11,31,Home & Kitchen,West
74,M,1,165,Sports & Outdoors,East
45,M,2,415,Home & Kitchen,South
31,M,9,393,Sports & Outdoors,West
22,M,5,223,Home & Kitchen,East
71,M,9,235,Electronics,North
73,F,5,294,Sports & Outdoors,East
50,F,7,180,Fashion,West
67,M,6,51,Fashion,East
65,M,2,69,Electronics,West
58,F,3,384,Sports & Outdoors,West
36,M,5,86,Fashion,East
39,M,4,464,Fashion,East
22,F,11,211,Fashion,North
19,F,6,229,Electronics,East
47,F,8,461,Home & Kitchen,West
64,M,8,196,Fashion,South
56,F,3,105,Fashion,East
21,M,4,351,Home & Kitchen,East
50,F,1,221,Fashion,West
30,M,2,377,Sports & Outdoors,South
37,M,9,349,Fashion,North
71,M,10,271,Home & Kitchen,South
24,F,10,338,Electronics,West
32,F,2,421,Electronics,West
40,F,6,86,Sports & Outdoors,West
31,M,7,40,Fashion,West
40,F,6,48,Fashion,South
36,F,8,315,Home & Kitchen,South
71,M,9,343,Home & Kitchen,South
46,M,8,223,Sports & Outdoors,East
73,F,5,135,Sports & Outdoors,West
37,F,8,174,Fashion,East
46,F,10,255,Fashion,East
41,M,10,118,Sports & Outdoors,East
35,F,9,97,Electronics,North
27,M,8,209,Electronics,East
58,M,2,280,Electronics,West
74,F,2,60,Electronics,East
25,F,3,498,Sports & Outdoors,West
43,M,7,207,Home & Kitchen,North
46,M,9,32,Electronics,South
27,F,8,162,Sports & Outdoors,West
34,F,9,232,Electronics,East
19,F,6,439,Fashion,West
23,M,1,230,Electronics,East
22,M,4,160,Sports & Outdoors,South
45,F,6,275,Fashion,West
58,M,6,82,Fashion,East
22,M,8,378,Electronics,West
35,F,1,86,Electronics,South
43,M,11,41,Fashion,South
37,F,2,378,Home & Kitchen,South
58,F,2,444,Sports & Outdoors,West
66,M,6,434,Sports & Outdoors,West
44,M,11,74,Sports & Outdoors,East
66,F,7,458,Sports & Outdoors,South
29,M,2,366,Sports & Outdoors,East
24,F,5,433,Fashion,West
20,M,6,27,Sports & Outdoors,North
27,M,4,173,Home & Kitchen,South
51,M,1,296,Home & Kitchen,East
42,F,3,63,Electronics,South
52,M,10,72,Electronics,East
33,F,9,266,Electronics,East
19,F,6,248,Electronics,North
41,F,2,445,Fashion,West
27,M,9,493,Home & Kitchen,South
55,F,4,450,Fashion,West
39,F,11,18,Home & Kitchen,East
43,M,8,479,Fashion,West
60,F,10,129,Home & Kitchen,North
72,F,7,357,Electronics,West
56,M,11,99,Home & Kitchen,East
44,F,3,381,Electronics,East
46,M,8,467,Home & Kitchen,North
64,F,4,321,Fashion,South
55,F,2,184,Sports & Outdoors,North
37,M,11,12,Home & Kitchen,South
44,F,5,139,Fashion,East
58,F,1,63,Sports & Outdoors,West
71,F,8,302,Fashion,East
37,M,8,193,Sports & Outdoors,North
61,M,3,424,Electronics,North
